scenario_P1,scenario_Qg1,scenario_Qg2,scenario_AC1_Nom_1,scenario_AC1_Nom_2,scenario_AC1_Nom_3,scenario_AC1_Nom_4,scenario_AC1_Nom_5,scenario_AC1_Nom_6,scenario_AC1_MinTol_1,scenario_AC1_MinTol_2,scenario_AC1_MinTol_3,scenario_AC1_MinTol_4,scenario_AC1_MinTol_5,scenario_AC1_MinTol_6,scenario_AC1_MaxTol_1,scenario_AC1_MaxTol_2,scenario_AC1_MaxTol_3,scenario_AC1_MaxTol_4,scenario_AC1_MaxTol_5,scenario_AC1_MaxTol_6,scenario_AC2_Nom_1,scenario_AC2_Nom_2,scenario_AC2_Nom_3,scenario_AC2_Nom_4,scenario_AC2_Nom_5,scenario_AC2_Nom_6,scenario_AC2_MinTol_1,scenario_AC2_MinTol_2,scenario_AC2_MinTol_3,scenario_AC2_MinTol_4,scenario_AC2_MinTol_5,scenario_AC2_MinTol_6,scenario_AC2_MaxTol_1,scenario_AC2_MaxTol_2,scenario_AC2_MaxTol_3,scenario_AC2_MaxTol_4,scenario_AC2_MaxTol_5,scenario_AC2_MaxTol_6,scenario_DC_Nom_1,scenario_DC_Nom_2,scenario_DC_MinTol_1,scenario_DC_MinTol_2,scenario_DC_MaxTol_1,scenario_DC_MaxTol_2,solution_N_vw1,solution_N_vw2,solution_Qcab1_interm,solution_Qcab2_interm,solution_Qf1_interm,solution_Qf2,solution_Rdc,solution_Vac1,solution_Vac2,solution_Vdc1,solution_Xtr1_pu,solution_Xtr2_pu,solution_ucab1,solution_ucab2,solution_uf1,solution_uf2,solution_w1,solution_w2
1074000000,625000000,661000000,401000,314.159265358979,29000000,60000000,429000,0.16,-3,-3,-3,-2,-4,-3,1,5,4,5,2,4,380000,314.159265358979,23000000,46000000,414000,0.15,-3,-5,-3,-4,-5,-4,3,1,3,1,2,1,8,525000,-3,-1,3,1,423972.894959221,430064.83541915,18973936.910574,16537214.2236334,51347135.5670254,49241602.4483701,0.800059226167008,401220.876997526,363663.811782182,320909.481696614,0.142500010524595,0.142530130722489,1,1,1,1,298.54925271667,358.288346884053
921000000,545000000,646000000,393000,314.159265358979,19000000,58000000,410000,0.12,-4,-4,-2,-2,-4,-5,1,3,1,5,2,4,386000,314.159265358979,26000000,45000000,431000,0.17,-2,-5,-3,-3,-1,-1,5,1,2,5,2,1,8,517000,-2,-3,3,3,415800,425700,15535652.5840214,18993940.7099485,48481062.5735081,50465442.8971907,0.899832577706595,360000,360000,318400,0.153682781206008,0.149967619850178,1,1,1,1,320.144669214146,386.436347926837
864000000,695000000,643000000,405000,314.159265358979,15000000,55000000,418000,0.17,-1,-3,-1,-4,-1,-4,5,1,4,1,5,5,387000,314.159265358979,15000000,48000000,437000,0.15,-1,-4,-1,-1,-1,-1,1,3,3,2,3,2,10,514000,-3,-3,1,5,416160.568073445,433414.33297497,21287774.2557091,18178689.4796469,51920172.9134612,47503950.2419367,0.800002816830585,370533.91476106,406586.910301005,319726.762075417,0.142499741557138,0.142548680998418,1,1,1,1,299.516380998116,362.199014945613
925000000,621000000,576000000,387000,314.159265358979,16000000,44000000,434000,0.12,-3,-3,-3,-2,-4,-4,4,2,3,1,5,2,408000,314.159265358979,26000000,41000000,413000,0.16,-1,-5,-3,-3,-5,-3,4,5,2,2,1,4,14,529000,-4,-4,3,3,415800,425700,17497805.5368867,18814887.6624172,50563665.3994258,49328851.8659749,0.8,360000,360000,318400,0.142503408692646,0.142506481599327,1,1,1,1,299.755169671238,358.702167197451
978000000,567000000,618000000,401000,314.159265358979,10000000,42000000,436000,0.14,-4,-4,-2,-5,-1,-5,4,3,1,3,3,2,398000,314.159265358979,24000000,45000000,422000,0.12,-5,-3,-2,-4,-3,-5,5,3,1,3,5,3,7,596000,-4,-3,5,3,415800,425700,23357900.6949545,16715198.1768829,52243445.2446449,48039609.6112291,0.800002835665009,360000,360000,318400,0.142555676255086,0.142505032058086,1,1,1,1,299.140490222221,358.580059028963
836000000,695000000,515000000,390000,314.159265358979,30000000,59000000,421000,0.18,-4,-5,-2,-5,-1,-3,4,1,4,5,3,5,385000,314.159265358979,12000000,46000000,450000,0.15,-5,-4,-5,-1,-4,-4,1,4,5,1,3,5,12,550000,-1,-1,3,5,415800,425700,17609776.8775707,16017355.9977338,51859340.7904744,48870862.6334082,0.800005520800741,360040.025353352,360000,318400.073465604,0.142504641205973,0.142500028554611,1,1,1,1,298.973274132652,358.16297111509
1068000000,551000000,631000000,395000,314.159265358979,29000000,46000000,450000,0.17,-4,-4,-1,-2,-4,-1,1,2,3,5,4,1,402000,314.159265358979,11000000,44000000,448000,0.18,-3,-5,-4,-4,-5,-2,4,2,5,2,3,4,10,559000,-2,-4,3,2,417444.760642609,427065.388185089,21803746.2913646,18382600.3343368,51149445.6042053,48729741.3424429,0.799999999672619,361733.783175454,363269.673159049,318400,0.142500851985442,0.142499845946016,1,1,1,1,299.190478307461,358.186756506667
860000000,680000000,665000000,398000,314.159265358979,10000000,46000000,420000,0.17,-4,-1,-4,-2,-4,-5,5,3,3,4,1,3,390000,314.159265358979,12000000,43000000,433000,0.15,-4,-5,-3,-5,-2,-5,5,5,2,3,3,4,13,537000,-1,-1,2,5,415800,425700,23336684.4048885,16610108.1138189,52497115.0152296,47580687.8079041,0.799999189440777,360000,360000,318400,0.142500075325932,0.142499999354501,1,1,1,1,298.7692022124,358.164363717731
1083000000,516000000,596000000,402000,314.159265358979,13000000,59000000,426000,0.17,-1,-4,-1,-2,-1,-1,5,2,3,4,1,4,398000,314.159265358979,20000000,42000000,412000,0.12,-2,-3,-5,-5,-3,-3,1,3,4,4,5,3,7,520000,-5,-2,4,3,415800,425700,21807060.9010312,17371259.8436782,50561605.0608143,47677032.3863743,0.8,360000,360000,318400,0.142526428312152,0.142500007838687,1,1,1,1,298.454839759604,358.216981646466
919000000,628000000,504000000,397000,314.159265358979,18000000,43000000,444000,0.16,-4,-2,-2,-2,-4,-2,2,2,1,4,1,4,404000,314.159265358979,23000000,57000000,449000,0.13,-2,-5,-4,-3,-3,-2,1,5,3,5,2,5,7,541000,-4,-5,1,1,415800,425700,23759807.3423747,16577480.4996665,52023197.8091311,48384369.417152,0.800001350462037,360018.402344178,360000,318400,0.142500871062317,0.142500507541532,1,1,1,1,298.45130209103,358.141562509236
1167000000,579000000,617000000,385000,314.159265358979,22000000,46000000,446000,0.13,-5,-2,-5,-5,-2,-3,4,1,1,1,5,2,386000,314.159265358979,15000000,41000000,434000,0.13,-3,-4,-3,-4,-2,-4,1,5,2,3,3,3,5,557000,-5,-4,4,5,415800,425700,20350142.0250822,19355904.7902567,51947488.4020899,48269562.954531,0.8,375664.690338319,371264.209801616,318400,0.1425,0.1425,1,1,1,1,298.45130209103,373.676623802947
957000000,578000000,671000000,388000,314.159265358979,25000000,52000000,433000,0.12,-4,-1,-2,-3,-1,-4,3,5,5,4,1,3,407000,314.159265358979,23000000,47000000,421000,0.18,-4,-3,-1,-5,-1,-5,1,4,5,5,3,1,7,543000,-1,-4,2,5,417357.170193597,427029.368558879,22973851.6306917,16239330.8933367,50832886.564508,48413061.1526449,0.800000292375852,360000,360000,318400,0.142499969858193,0.142516836116233,1,1,1,1,298.45768793712,358.16455146723
957000000,570000000,556000000,404000,314.159265358979,22000000,44000000,421000,0.14,-5,-4,-2,-5,-3,-5,1,5,4,4,4,4,384000,314.159265358979,14000000,60000000,418000,0.15,-3,-3,-2,-4,-3,-1,4,4,4,5,3,4,12,593000,-3,-2,4,1,415800.000000016,425700,21299100.1239518,24080797.9446789,50614965.2445575,46316019.4515415,0.999788493172666,360000,360000,318400.000000002,0.14916555597431,0.148818820165824,1,1,1,1,319.54275974044,377.099456958671
1110000000,636000000,690000000,415000,314.159265358979,11000000,42000000,444000,0.15,-3,-2,-4,-1,-2,-2,4,4,1,4,2,2,408000,314.159265358979,15000000,53000000,429000,0.17,-3,-5,-4,-1,-1,-4,3,5,3,3,2,5,5,549000,-5,-5,3,3,415800,425700,23828381.9036633,18683324.0514525,50871398.4084774,48299554.8467446,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
814000000,554000000,530000000,398000,314.159265358979,23000000,43000000,434000,0.12,-5,-5,-5,-3,-2,-3,2,4,4,4,1,1,412000,314.159265358979,26000000,40000000,450000,0.12,-2,-2,-4,-5,-5,-4,5,5,1,5,5,4,7,515000,-2,-4,3,3,415800,425700,17141980.666443,17029315.0512091,49129540.4895056,48665326.9474358,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
1118000000,573000000,600000000,386000,314.159265358979,21000000,42000000,450000,0.18,-3,-1,-5,-5,-4,-4,3,2,1,2,3,3,393000,314.159265358979,10000000,46000000,414000,0.12,-1,-4,-5,-3,-2,-1,3,5,4,1,2,1,8,551000,-2,-3,2,5,415800,425700,23477108.7094438,19622759.8234997,51610202.2895245,47725929.2517203,0.8,360000,360000,318400,0.142499825687706,0.1425,1,1,1,1,298.487252095963,358.14209288752
845000000,645000000,535000000,387000,314.159265358979,15000000,47000000,437000,0.16,-1,-1,-2,-3,-1,-4,5,1,2,3,3,4,380000,314.159265358979,29000000,40000000,445000,0.14,-2,-5,-5,-2,-4,-3,1,3,2,1,1,5,7,522000,-1,-4,2,5,415800,425700,23199658.1261735,16168158.7053349,52264224.9116561,47708936.2948945,0.800034267230758,360000,360000,318400,0.142499873066267,0.14249999974811,1,1,1,1,299.151440433012,358.496281398526
1109000000,651000000,560000000,415000,314.159265358979,20000000,54000000,418000,0.15,-3,-4,-3,-2,-5,-4,4,4,1,5,2,3,419000,314.159265358979,29000000,44000000,419000,0.17,-5,-4,-4,-3,-4,-4,5,3,5,3,2,1,12,563000,-5,-1,1,5,415800,425700,23868665.0712035,18559870.0865247,51872682.8482035,48104788.2874626,0.800026006470371,360000,360000,318400,0.142500923283118,0.1425,1,1,1,1,298.459503579219,358.334523853829
1171000000,680000000,571000000,414000,314.159265358979,23000000,45000000,437000,0.13,-2,-1,-4,-3,-3,-4,5,3,5,2,1,2,414000,314.159265358979,15000000,57000000,424000,0.12,-4,-1,-2,-1,-1,-5,3,4,3,2,3,5,11,542000,-5,-3,3,5,415800,425700,21221540.6275975,18738725.6153617,49771099.7553314,48506566.6699288,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
1067000000,682000000,505000000,420000,314.159265358979,17000000,49000000,422000,0.15,-2,-4,-5,-5,-2,-1,4,2,4,3,1,5,401000,314.159265358979,23000000,51000000,447000,0.15,-5,-4,-5,-4,-4,-2,5,5,1,5,5,4,5,541000,-2,-5,4,3,415800,425700,16766190.3584657,21692369.4725943,48543935.5958248,16350.7200472869,1.2,360000,360000,318400,0.156596104541811,0.144325313208524,1,1,1,1,326.636699930746,391.504892750366
1045000000,676000000,658000000,406000,314.159265358979,28000000,45000000,435000,0.13,-2,-5,-1,-4,-1,-1,2,3,5,4,1,1,393000,314.159265358979,10000000,41000000,426000,0.13,-4,-4,-1,-5,-3,-4,5,2,1,2,2,3,7,549000,-3,-3,1,3,415800,425700,23572403.2545449,16294556.5758323,48605291.0014511,47538026.8457126,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
887000000,568000000,507000000,401000,314.159265358979,11000000,46000000,428000,0.17,-1,-4,-4,-3,-5,-1,5,4,3,2,3,2,389000,314.159265358979,27000000,42000000,431000,0.13,-1,-3,-1,-3,-4,-3,3,4,2,4,3,1,11,546000,-4,-4,4,5,415800,425700,23633057.2151253,16892287.4708378,49683111.9056779,48028217.1619216,0.8,360061.159393122,433892.681071905,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
842000000,546000000,591000000,388000,314.159265358979,17000000,46000000,423000,0.18,-4,-1,-5,-4,-1,-3,1,4,2,5,1,2,395000,314.159265358979,30000000,55000000,436000,0.12,-5,-3,-5,-4,-5,-3,5,5,2,4,1,2,7,532000,-5,-2,4,3,415800,425700,23163268.2451317,17213252.2853786,50940900.1915666,47816670.0941756,0.800002919358268,360000,360000,318400,0.14249996804265,0.142515203154477,1,1,1,1,298.457101206539,358.462809797174
1130000000,537000000,660000000,390000,314.159265358979,17000000,46000000,446000,0.13,-4,-4,-1,-4,-1,-2,1,2,3,1,3,4,414000,314.159265358979,30000000,40000000,445000,0.12,-4,-4,-3,-1,-5,-3,5,1,2,2,1,4,9,500000,-4,-1,1,5,415800,425700,19100526.0306361,16960009.6184111,49340150.7004161,48485145.5914733,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
904000000,585000000,662000000,409000,314.159265358979,19000000,50000000,417000,0.18,-5,-2,-4,-4,-4,-5,1,4,1,5,4,1,399000,314.159265358979,14000000,58000000,413000,0.18,-1,-3,-5,-5,-4,-5,3,1,3,2,2,5,13,548000,-3,-3,1,4,415800,425700,20526061.3348955,16074923.9130623,51174901.0853573,51848927.6553404,0.8,360000,361074.436312085,318552.764869016,0.142504137148386,0.144233148569505,1,1,1,1,303.557454019987,358.141562509236
829000000,643000000,603000000,384000,314.159265358979,21000000,56000000,428000,0.14,-5,-2,-5,-1,-1,-3,5,4,4,2,4,4,396000,314.159265358979,28000000,59000000,437000,0.16,-4,-5,-1,-5,-1,-2,2,4,2,3,4,4,14,585000,-4,-1,4,4,415800,425700,21702276.0988149,16658562.5734388,52336609.6491299,48272285.1048622,0.8,362057.152210896,401054.693834747,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
1016000000,558000000,625000000,393000,314.159265358979,10000000,51000000,447000,0.18,-1,-1,-1,-2,-3,-3,5,2,2,3,4,3,412000,314.159265358979,27000000,40000000,427000,0.13,-2,-3,-2,-2,-5,-5,5,3,4,5,4,2,10,504000,-3,-5,2,5,415800,425700,23927468.7579335,16420173.8312355,52421138.8154214,47837902.5514669,0.799999997318155,360000,360000,318400,0.142499696581768,0.142500000096758,1,1,1,1,298.451302833429,358.141563062401
952000000,531000000,679000000,405000,314.159265358979,29000000,48000000,432000,0.15,-1,-4,-4,-5,-5,-4,1,5,4,2,4,3,389000,314.159265358979,16000000,45000000,423000,0.14,-5,-1,-4,-2,-1,-1,4,1,4,3,4,1,12,510000,-1,-3,3,5,415800,425700,23293436.7156829,16111474.2745981,52187124.072984,48227042.1685347,0.800006910771499,360000,360000,318400,0.142499153442358,0.142499999605711,1,1,1,1,298.519809147351,358.170394628326
1175000000,693000000,599000000,407000,314.159265358979,30000000,57000000,435000,0.14,-4,-5,-1,-5,-3,-5,2,2,4,5,3,1,403000,314.159265358979,19000000,54000000,416000,0.16,-1,-1,-4,-4,-4,-5,2,1,1,1,5,3,8,554000,-4,-1,4,2,416050.219208474,430029.936140933,19215501.3854775,19862090.3981911,49742482.7650057,51314133.5852311,0.8,409480.83734285,408382.703974711,320251.511713705,0.1425,0.1425,1,1,1,1,308.884641694654,358.957356250948
1089000000,621000000,663000000,411000,314.159265358979,27000000,57000000,429000,0.17,-4,-3,-3,-2,-5,-1,2,2,1,1,2,5,414000,314.159265358979,28000000,47000000,411000,0.15,-3,-5,-2,-3,-1,-4,1,1,3,1,3,5,8,578000,-3,-4,5,3,415800,425700,20938233.562506,17354386.5389491,48428620.7143949,47541496.3938884,0.8,364478.889813017,360000,318400,0.1425,0.142499986358327,1,1,1,1,302.005353555011,370.475182972191
1154000000,627000000,541000000,419000,314.159265358979,29000000,54000000,420000,0.15,-2,-3,-5,-4,-4,-5,1,4,5,1,3,5,382000,314.159265358979,30000000,58000000,423000,0.12,-5,-3,-1,-4,-1,-2,3,4,4,5,5,3,15,552000,-1,-4,2,2,415800,425700,18343494.8263391,17052976.5338621,9780.11643038901,50639291.118154,0.867399876179764,360000,360000,318400,0.1425,0.151891864683381,1,1,1,1,300.435585061562,390.757019538725
1181000000,578000000,689000000,410000,314.159265358979,26000000,57000000,419000,0.12,-1,-2,-2,-4,-5,-3,2,1,4,4,1,5,397000,314.159265358979,20000000,58000000,412000,0.15,-3,-5,-4,-3,-2,-1,5,3,3,4,2,1,11,598000,-5,-5,4,5,415800,425700,23770895.2365716,16182745.6651276,51517197.3594111,49132435.1359992,0.800000747564365,360000,360000,318400,0.14249996508483,0.142500371631186,1,1,1,1,298.697348598811,358.150673487522
1078000000,565000000,513000000,406000,314.159265358979,21000000,55000000,446000,0.15,-5,-5,-5,-2,-2,-1,5,5,5,1,3,2,388000,314.159265358979,11000000,57000000,425000,0.14,-3,-5,-5,-3,-5,-3,3,5,5,4,1,5,11,503000,-4,-2,1,1,415800,425700,20425904.0272503,16246708.6135961,52267903.2601847,47680060.1645159,0.79999941483165,360837.760921794,363202.821994006,318785.435775134,0.142499520451232,0.142524475329849,1,1,1,1,298.479242415173,358.186776574608
902000000,656000000,546000000,391000,314.159265358979,24000000,46000000,439000,0.12,-2,-1,-5,-2,-2,-1,4,4,2,3,2,3,407000,314.159265358979,28000000,43000000,448000,0.17,-4,-5,-4,-2,-5,-5,5,3,1,5,5,1,6,599000,-1,-1,1,5,415800,425723.358618003,23736035.3989131,18740216.4135659,50589612.761729,51259108.5206982,0.8,360000,360000,318400,0.142691218660762,0.14252897135324,1,1,1,1,298.45130209103,362.108588669371
1110000000,569000000,625000000,407000,314.159265358979,26000000,53000000,421000,0.17,-3,-2,-1,-4,-3,-3,5,1,3,3,5,4,406000,314.159265358979,17000000,43000000,447000,0.12,-2,-2,-3,-1,-2,-2,2,4,3,5,5,5,7,566000,-2,-4,3,1,415800,425700,21768904.1249154,16058261.4355209,52315899.3581901,47580167.6699388,0.8,360000,360000,318400,0.142499997933912,0.142507209145043,1,1,1,1,303.193273290691,358.215385638655
957000000,593000000,688000000,381000,314.159265358979,27000000,42000000,427000,0.15,-2,-4,-4,-3,-4,-2,3,2,2,5,5,2,402000,314.159265358979,21000000,46000000,450000,0.15,-5,-4,-2,-5,-5,-4,5,1,1,5,2,1,11,548000,-2,-2,1,5,415800,425700,23935251.8027754,22364533.3494809,51327096.5691392,47689117.1485356,0.799999981230938,360000,360000,318400,0.142502210715573,0.142500044575602,1,1,1,1,311.493863866947,360.577841336399
937000000,654000000,616000000,394000,314.159265358979,16000000,56000000,439000,0.14,-2,-5,-3,-1,-3,-5,4,3,4,5,3,1,400000,314.159265358979,21000000,59000000,447000,0.14,-1,-1,-5,-2,-2,-3,2,2,3,2,1,5,13,540000,-2,-1,4,5,416299.429117533,425739.868743082,25155.8503376122,20421098.6307639,50436704.61188,51200219.9275792,1.19691180898719,360038.057344947,360115.111092315,318468.479774978,0.146236342013699,0.147305486077942,1,1,1,1,325.685583557344,386.00554022392
930000000,667000000,695000000,406000,314.159265358979,30000000,52000000,424000,0.17,-5,-4,-3,-5,-1,-3,1,1,1,1,4,1,394000,314.159265358979,12000000,44000000,432000,0.12,-1,-5,-1,-4,-3,-2,2,4,3,4,1,4,14,522000,-2,-2,4,2,415800,425700,18081654.8481058,16370412.5744569,52200999.1564127,48050157.6038022,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45243692486,358.141562509236
1135000000,589000000,510000000,407000,314.159265358979,18000000,43000000,442000,0.13,-2,-4,-5,-5,-1,-3,3,3,1,4,5,5,388000,314.159265358979,28000000,48000000,433000,0.12,-5,-5,-1,-1,-5,-2,4,5,3,1,3,4,7,593000,-5,-3,3,5,415800,425700,23868966.3044129,17634591.7451049,51088303.9922622,47798251.3844774,0.800000493935784,360000,360000,318400,0.142543388644583,0.142532576084266,1,1,1,1,300.720818152835,359.913371817385
967000000,630000000,512000000,386000,314.159265358979,11000000,54000000,447000,0.16,-2,-5,-4,-1,-2,-5,1,1,4,2,3,3,385000,314.159265358979,12000000,41000000,419000,0.14,-2,-2,-1,-3,-5,-4,4,5,1,4,3,2,5,587000,-1,-2,3,2,415800,425700,23740714.2728127,16770729.9679926,51683600.1752662,47706022.167381,0.800034323760059,360000,360000,318400,0.142504156227689,0.142509341452052,1,1,1,1,300.022706518146,358.293235176641
862000000,597000000,627000000,396000,314.159265358979,23000000,59000000,413000,0.18,-4,-4,-1,-2,-2,-5,2,1,4,5,3,5,402000,314.159265358979,28000000,57000000,435000,0.13,-1,-1,-5,-3,-3,-5,2,4,1,1,1,5,7,520000,-1,-1,3,4,415800,425700,19317194.7166279,20737112.668349,51073199.8670917,47540050.9348725,0.800002473253003,360000,360000,318400,0.142508159121563,0.142499534654406,1,1,1,1,298.539950293015,358.32436385496
1046000000,661000000,502000000,409000,314.159265358979,30000000,45000000,442000,0.12,-1,-5,-5,-1,-2,-4,3,1,1,4,4,2,383000,314.159265358979,12000000,52000000,430000,0.13,-2,-4,-4,-1,-3,-1,4,4,5,1,2,2,5,550000,-2,-4,3,3,415800,425700,19057847.5488383,18394203.4897189,49892560.6611321,48264879.785054,0.800118569689836,360000,360000,318400,0.142500027909678,0.142512044500611,1,1,1,1,302.178633211515,358.158271364556
812000000,689000000,534000000,382000,314.159265358979,26000000,52000000,410000,0.14,-4,-4,-1,-2,-3,-1,2,3,1,1,2,4,389000,314.159265358979,20000000,48000000,448000,0.18,-5,-5,-5,-4,-4,-3,2,4,5,5,5,2,10,508000,-4,-1,5,2,415800,425700,23093003.4642633,20531449.7624066,51955975.4172992,47545919.4133715,0.8,360294.96993436,360032.770723822,318400,0.142509449513419,0.1425,1,1,1,1,298.451482866938,358.14590081313
914000000,582000000,690000000,417000,314.159265358979,29000000,57000000,431000,0.14,-3,-5,-3,-2,-1,-4,2,1,3,4,5,4,397000,314.159265358979,21000000,55000000,415000,0.12,-4,-3,-5,-2,-1,-2,2,1,1,5,1,3,10,548000,-1,-3,4,1,415800,425700,21031698.5379778,16605344.2908358,50919671.0200869,47785078.5148445,0.800090997735869,360000,360000,318400,0.142624473925493,0.142554461697033,1,1,1,1,298.709689857043,359.65368300454
856000000,653000000,505000000,384000,314.159265358979,24000000,42000000,435000,0.14,-1,-5,-1,-5,-2,-3,4,3,3,5,2,2,412000,314.159265358979,26000000,49000000,430000,0.18,-5,-2,-4,-5,-3,-2,2,2,3,4,2,3,13,564000,-3,-3,1,3,415800,425700,23841117.9721477,16104905.2670577,52388966.3757966,48032617.805117,0.799999718172165,360000,360000,318400,0.142501895486089,0.142500009219137,1,1,1,1,298.457314173004,358.142085421738
855000000,647000000,590000000,389000,314.159265358979,24000000,53000000,427000,0.12,-5,-1,-3,-4,-2,-1,2,1,3,5,4,2,384000,314.159265358979,26000000,42000000,423000,0.18,-2,-1,-1,-3,-5,-4,4,3,4,1,1,4,13,525000,-4,-1,1,2,415800,425700,23134963.559855,16793739.5635234,50552431.010298,50290747.3287996,0.8,360000,360000,318400,0.142510633650068,0.1425,1,1,1,1,298.453831583449,358.142810145364
1091000000,609000000,531000000,397000,314.159265358979,23000000,44000000,437000,0.15,-4,-1,-5,-2,-5,-3,3,3,1,5,5,2,412000,314.159265358979,24000000,41000000,435000,0.16,-2,-3,-4,-3,-2,-5,1,4,1,2,3,4,13,533000,-3,-5,3,5,415800,425700,19783667.9893083,18999493.9045212,48026155.5566202,50052575.3925745,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45130209103,374.040926281124
1145000000,650000000,636000000,400000,314.159265358979,18000000,60000000,420000,0.13,-4,-1,-2,-5,-4,-3,1,1,3,4,5,4,399000,314.159265358979,16000000,40000000,423000,0.14,-4,-3,-4,-3,-4,-4,1,5,3,1,5,4,9,523000,-4,-2,1,2,415800,425700,19276699.7711073,17465539.6262284,52422001.3283934,47845643.9602515,0.8,360000,360980.561916078,318400,0.1425,0.1425,1,1,1,1,298.516066389817,358.724813047112
1138000000,584000000,696000000,409000,314.159265358979,15000000,60000000,432000,0.17,-3,-3,-2,-4,-4,-4,5,1,1,3,5,5,408000,314.159265358979,22000000,41000000,419000,0.18,-4,-3,-1,-3,-5,-3,2,2,2,4,5,5,15,574000,-4,-4,3,5,424192.902865714,431791.602448755,20647066.3218303,18465707.4223284,51243479.3665268,48608941.8484091,0.800001229543526,366288.936157278,397975.897883279,319295.802333416,0.142508961526533,0.1425,1,1,1,1,299.723033912419,358.982325794788
922000000,610000000,611000000,419000,314.159265358979,29000000,60000000,441000,0.13,-5,-2,-4,-3,-1,-5,4,2,1,1,4,3,393000,314.159265358979,29000000,59000000,424000,0.16,-3,-3,-5,-1,-5,-5,3,5,5,2,1,5,10,585000,-5,-3,4,5,415800.000000001,425700.000000001,22298107.8757307,16876422.8092769,52382397.0643604,48244270.6271239,0.79999999998337,360000,360000.000000024,318399.99999999,0.142499911336939,0.14249958665454,1,1,1,1,298.451302091037,358.239071399719
865000000,669000000,584000000,400000,314.159265358979,11000000,54000000,441000,0.18,-2,-3,-3,-4,-1,-1,3,4,5,5,5,1,409000,314.159265358979,24000000,49000000,450000,0.14,-4,-2,-1,-1,-4,-3,5,1,1,2,5,5,13,554000,-4,-3,4,1,415800,425700,21001107.9316941,16894172.5367385,49633100.059113,48858110.4191085,0.8,360000.000268504,360000,318400,0.1425,0.1425,1,1,1,1,298.615306253202,359.890168444304
988000000,559000000,510000000,388000,314.159265358979,20000000,49000000,444000,0.15,-3,-5,-1,-3,-1,-2,4,4,5,4,2,3,418000,314.159265358979,10000000,45000000,418000,0.18,-5,-5,-1,-5,-4,-5,1,4,3,3,2,3,6,557000,-5,-3,3,3,415800,425700,23949875.4889894,16458388.5519978,51635497.5653432,47534430.0088218,0.800166979591177,360000,360000,318400,0.142508195549296,0.142501017112124,1,1,1,1,298.453949669566,358.485295693581
892000000,683000000,682000000,418000,314.159265358979,14000000,56000000,433000,0.12,-2,-2,-4,-3,-1,-3,3,2,2,2,4,2,383000,314.159265358979,10000000,46000000,444000,0.16,-3,-3,-1,-5,-1,-3,3,1,1,5,3,1,11,532000,-1,-1,4,1,415800,425700,22583667.2684915,18866681.0758694,48611574.0268506,52490301.0483267,0.8,360000,360000,318400,0.1425,0.1425,1,1,1,1,298.45130209103,358.141562509236
1144000000,520000000,540000000,392000,314.159265358979,13000000,49000000,425000,0.15,-5,-3,-4,-1,-4,-3,5,5,2,2,1,4,407000,314.159265358979,20000000,45000000,444000,0.16,-4,-5,-4,-3,-2,-2,1,4,1,2,4,1,15,577000,-4,-2,1,4,415800,425700,23278298.7018783,16200918.206517,50598017.8112813,47854103.7857475,0.800000000000049,369356.261469411,388189.5178038,318400,0.142499994851544,0.142499999952132,1,1,1,1,298.452288512252,358.147448466801
854000000,571000000,671000000,409000,314.159265358979,11000000,59000000,430000,0.13,-4,-4,-4,-5,-5,-3,1,3,1,4,2,3,387000,314.159265358979,30000000,41000000,443000,0.12,-5,-5,-2,-2,-4,-2,5,1,4,2,5,3,12,515000,-1,-4,4,5,415800,425700,22782341.3517752,16080783.7416163,50446378.5845322,48582192.7272948,0.800029508430556,360000,360000,318400,0.142499998744043,0.142504496949062,1,1,1,1,298.518601940623,358.141650395089
1198000000,525000000,500000000,383000,314.159265358979,30000000,46000000,431000,0.17,-4,-5,-3,-3,-5,-1,4,3,5,4,2,4,397000,314.159265358979,21000000,53000000,416000,0.18,-4,-2,-5,-3,-4,-5,3,2,4,5,2,1,12,521000,-4,-5,4,5,415800.000000007,425699.999999999,23380697.3991821,19833477.0866125,49756933.3304258,48090668.3789354,0.799999944400592,359999.999999999,360000.000000007,318400,0.142516941745332,0.142500003213448,1,1,1,1,302.127327122257,363.696683444558
828000000,510000000,616000000,415000,314.159265358979,19000000,45000000,440000,0.17,-5,-1,-1,-5,-3,-4,2,2,3,5,3,1,380000,314.159265358979,14000000,55000000,417000,0.17,-1,-4,-4,-2,-4,-5,5,2,4,1,3,1,10,513000,-5,-1,2,5,415800,425700,23524225.0996452,16027768.9660035,52150722.9945381,47816727.4890433,0.800009179939138,360000,360000,318400,0.142501017822392,0.1425,1,1,1,1,298.455488463242,358.503426651325
